Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,fear_and_greed_index
2019-03-01,3816.7,3855.8,3816.4,3821.9,354260,805852,435343,6071846049921,4.9562135794196E+19,0.159,2869065387,0.33,0.144,8.889,14839,119.255,603147,15.673,1.484,17565337.5,7830758.11789,42.0
2019-03-02,3821.9,3843.2,3783.6,3823.1,335732,889312,383778,6071846049921,4.3949061810106E+19,0.146,2302705140,0.289,0.123,10.909,16666,88.748,542789,15.602,1.512,17567275.0,6565214.95545392,41.0
2019-03-03,3823.2,3836.6,3789.7,3809.5,353537,792584,334670,6071846049921,4.2311112626055E+19,0.167,4401255612,0.231,0.0989,9.863,15612,56.529,453635,15.602,1.159,17569350.0,7016670.61795,44.0
2019-03-04,3809.7,3828.4,3681.8,3715.9,304051,808530,400766,6071846049921,4.3472125336048E+19,0.15,3498393790,0.351,0.159,10.511,21915,190.755,575279,15.601,1.635,17570862.5,6497311.76435,36.0
2019-03-05,3715.9,3873.2,3705.7,3857.2,285567,734006,426441,6071846049921,4.1805189669414E+19,0.171,3470341794,0.385,0.175,9.664,28717,280.446,615117,15.599,1.535,17572887.5,7114388.35176686,35.0
2019-03-06,3857.2,3887.3,3816.7,3863.0,277735,817130,420056,6071846049921,4.1412534647707E+19,0.153,2983209069,0.534,0.251,11.25,19856,312.383,636450,15.598,2.347,17574312.5,6388631.3375,42.0
2019-03-07,3863.1,3907.4,3847.9,3875.1,282381,727597,423274,6071846049921,4.2824719732868E+19,0.164,3138959659,0.525,0.272,10.141,18085,306.521,616471,15.596,2.106,17575900.0,7588198.87987,56.0
2019-03-08,3875.1,3929.0,3810.7,3865.9,285118,722121,433937,6071846049921,4.2936570959982E+19,0.169,2855351746,0.472,0.238,9.863,17932,300.573,614245,15.64,1.858,17576412.5,7193574.07638771,54.0
2019-03-09,3865.6,3964.0,3859.7,3944.3,239354,642282,370462,6071846049921,4.1336847048778E+19,0.166,2226581524,0.401,0.183,10.435,13380,274.149,540407,15.628,1.404,17579525.0,7087594.99281,55.0
2019-03-10,3944.4,3944.5,3889.2,3915.2,212741,577445,316664,6071216044486,4.4912547391837E+19,0.15,1934120315,0.351,0.139,10.588,12170,269.653,445492,15.628,1.111,17581225.0,6690849.40827,55.0
2019-03-11,3915.2,3935.5,3842.4,3870.3,294599,782630,437704,6068891541677,3.9846362525046E+19,0.176,2776955575,0.407,0.161,10.141,14902,305.274,654955,15.632,1.708,17581937.5,6977449.87654973,56.0
2019-03-12,3870.3,3900.1,3817.1,3886.0,285510,727728,427595,6068891541677,4.3790083550997E+19,0.161,2944938365,0.427,0.193,10.07,20136,303.569,615505,15.643,1.733,17584712.5,7088005.70445,56.0
2019-03-13,3885.9,3894.7,3847.4,3865.1,285822,821372,412103,6068891541677,4.1888687406464E+19,0.159,2942167000,0.488,0.227,10.667,15466,308.748,609454,15.678,2.092,17586487.5,6637474.19377,54.0
2019-03-14,3865.1,3914.7,3828.4,3879.0,299774,749851,440632,6068891541677,4.158408342334E+19,0.184,3360451680,0.485,0.224,9.29,18305,305.066,654299,15.676,1.903,17587450.0,7600598.59424684,55.0
2019-03-15,3879.0,3935.7,3874.8,3924.3,296817,721835,441408,6068891541677,4.9632758860105E+19,0.153,2917576169,0.409,0.194,9.412,17975,316.382,643452,15.679,1.602,17590587.5,7723228.79179,55.0
2019-03-16,3924.4,4050.6,3923.7,4006.4,262104,569132,372957,6068891541677,4.6646455556722E+19,0.177,2376630473,0.342,0.151,8.834,12983,278.305,545186,15.677,1.086,17592512.5,8496146.10726,54.0
2019-03-17,4006.4,4009.8,3956.3,3981.5,227144,543878,324028,6068891541677,4.9592291011754E+19,0.148,1967272659,0.295,0.107,9.863,12107,254.38,457003,15.676,0.912,17593012.5,7297849.33901329,58.0
2019-03-18,3981.5,4032.3,3958.5,3990.2,291344,678233,419040,6068891541677,4.3390699210053E+19,0.187,2814149404,0.307,0.101,8.944,24376,268.838,600067,15.677,1.1,17596362.5,8269486.75644,56.0
2019-03-19,3990.2,4029.9,3972.4,4017.0,304570,663657,437236,6068891541677,5.2011489621978E+19,0.169,2818710828,0.293,0.1,8.276,19240,269.988,657981,15.689,1.016,17598550.0,8830120.09324,56.0
2019-03-20,4017.0,4050.0,3985.3,4041.2,304799,684263,425307,6068891541677,4.9070373830229E+19,0.167,3070342481,0.359,0.169,8.944,17326,295.909,652569,15.667,1.334,17600562.5,8742662.15328318,55.0
2019-03-21,4041.2,4064.0,3923.8,3982.2,300569,742944,425738,6068891541677,4.4892984357758E+19,0.163,3237103641,0.476,0.245,10.07,19671,320.283,622889,15.676,1.95,17602087.5,7388901.05849,62.0
2019-03-22,3982.2,4005.7,3971.8,3990.4,298363,672939,435473,6068891541677,4.8429667114958E+19,0.168,2837539556,0.364,0.136,8.944,23477,313.313,625180,15.675,1.332,17604100.0,8113657.07201,56.0
2019-03-23,3990.4,4018.2,3980.8,4002.5,251428,595725,362474,6068891541677,4.5753419117938E+19,0.16,2044427023,0.286,0.0917,9.931,12099,286.527,519525,15.688,0.981,17605900.0,7382484.15111263,50.0
2019-03-24,4002.6,4005.7,3967.0,3994.7,226016,538986,331350,6368919654420,4.9299271014124E+19,0.153,1854228825,0.277,0.0744,9.6,11190,254.835,475539,15.692,0.83,17608150.0,7499624.08744,44.0
2019-03-25,3994.8,4000.5,3897.9,3937.0,322043,776089,419805,6379265451411,4.4915799891588E+19,0.166,2804603548,0.36,0.142,9.73,17657,216.136,605883,15.703,1.555,17609625.0,7512795.86116,46.0
2019-03-26,3937.1,3950.7,3899.9,3942.8,366281,914999,410895,6379265451411,4.657554893958E+19,0.145,2970396682,0.391,0.202,10.746,13247,131.083,572451,15.704,2.129,17611437.5,6780907.83753621,43.0
2019-03-27,3942.8,4043.3,3936.2,4041.7,383037,904405,445765,6379265451411,4.5164257859722E+19,0.17,2989560361,0.503,0.289,9.664,13592,174.5,689861,15.72,2.514,17613562.5,7721974.78508,44.0
2019-03-28,4041.7,4041.7,4008.4,4025.6,393552,916249,450016,6379265451411,4.5413211116353E+19,0.166,3243278700,0.49,0.28,9.863,14818,162.049,654617,15.76,2.554,17615162.5,7609348.21051,49.0
2019-03-29,4025.7,4123.1,4022.6,4102.2,369670,910726,442468,6379265451411,4.7722181643644E+19,0.163,3588471440,0.701,0.363,9.796,14570,193.697,665574,15.777,3.341,17617250.0,7807462.60003831,50.0
2019-03-30,4103.7,4138.1,4057.1,4111.8,377644,929526,406134,6379265451411,4.703921239098E+19,0.156,2509432049,0.594,0.363,10.36,10008,156.855,618000,15.786,3.052,17618625.0,7321449.75026,57.0
2019-03-31,4111.8,4121.9,4082.2,4102.3,381513,930324,363088,6379265451411,4.1918729970289E+19,0.174,2330880171,0.48,0.299,10.36,9841,144.839,554027,15.727,2.504,17620675.0,7280099.53845,56.0
2019-04-01,4102.3,4159.1,4076.8,4145.1,368768,919462,421623,6379265451411,4.5303428582058E+19,0.161,3295362243,0.694,0.414,10.588,19553,211.704,615050,15.729,3.512,17622100.0,7260086.68771618,62.0
2019-04-02,4145.1,4899.6,4143.5,4859.3,401350,917508,533178,6379265451411,4.5153648700429E+19,0.214,6940594244,1.325,0.745,9.172,39673,309.252,784070,15.611,5.514,17624262.5,9796335.10709,60.0
2019-04-03,4859.3,5278.4,4814.0,4968.7,360108,914967,493018,6379265451411,4.7250644576875E+19,0.204,4980171282,1.984,1.045,10.141,18222,411.773,736732,15.618,7.415,17625775.0,9794906.73422,71.0
2019-04-04,4968.7,5042.5,4789.2,4902.4,354520,898250,467177,6379265451411,4.4746258329155E+19,0.212,4770229476,2.167,1.194,10.286,17925,299.853,706579,15.646,8.114,17626200.0,9872137.44577406,61.0
2019-04-05,4902.5,5029.4,4888.3,5010.2,386932,907871,484783,6379265451411,4.8449292371931E+19,0.215,4080200801,1.479,0.808,9.114,13920,193.52,793234,15.637,5.497,17629750.0,10526385.5093,59.0
2019-04-06,5010.0,5198.4,4947.9,5046.2,359430,917618,375248,6379562392399,4.7773856045886E+19,0.192,2831026625,1.135,0.563,10.36,10879,112.457,556798,15.633,4.448,17631262.5,9151289.67996,65.0
2019-04-07,5046.1,5219.5,5033.7,5173.6,350490,868123,341033,6393023717202,4.2747729852944E+19,0.222,3106754651,1.253,0.609,10.213,12182,79.327,549143,15.642,4.629,17631750.0,9465714.63768817,69.0
2019-04-08,5173.5,5300.6,5060.5,5245.2,372269,918336,444905,6393023717202,4.6639131138381E+19,0.222,4623177060,1.832,1.072,9.73,20871,216.727,680096,15.656,6.594,17635225.0,10509444.2188,65.0
2019-04-09,5245.0,5245.9,5095.2,5158.4,345939,914041,441603,6393023717202,4.5837182335531E+19,0.2,4669920362,1.728,0.945,10.909,29681,222.188,668509,15.66,6.514,17636612.5,9214713.99634,64.0
2019-04-10,5158.4,5404.1,5142.9,5307.8,396353,915638,463003,6393023717202,4.494620235172E+19,0.23,4606465088,1.484,0.852,9.73,20912,158.716,690323,15.672,5.7,17637262.5,10332304.7364178,62.0
2019-04-11,5307.7,5337.0,4948.0,5022.6,402645,922055,464462,6393023717202,4.8567023602771E+19,0.219,5243637830,1.467,0.847,9.172,23995,162.568,724745,15.703,5.551,17640562.5,10673185.0684,65.0
2019-04-12,5022.7,5080.5,4889.2,5054.2,376616,884001,452730,6393023717202,4.8875344024887E+19,0.205,4012930876,1.347,0.77,9.536,20107,152.18,694266,15.72,5.06,17642525.0,10032844.6938,42.0
2019-04-13,5054.2,5093.4,5011.6,5051.8,366941,869725,364909,6393023717202,4.4881011191602E+19,0.199,2847060949,0.918,0.287,10.667,15019,93.481,531281,15.724,3.777,17642762.5,8912797.68267318,62.0
2019-04-14,5052.0,5153.5,5010.7,5134.8,336908,897706,339129,6393023717202,4.2214082174307E+19,0.19,3005216010,0.866,0.361,11.803,15161,101.218,513403,15.73,3.63,17645650.0,8025830.56805,51.0
2019-04-15,5135.1,5168.0,4964.2,5032.3,381328,912957,454444,6393023717202,4.0323493461444E+19,0.24,4154100198,1.061,0.513,9.931,20857,169.342,665599,15.724,4.177,17647175.0,9812670.32039,60.0
2019-04-16,5031.4,5198.4,5014.4,5180.9,358372,896965,442865,6393023717202,4.7376670849012E+19,0.204,3708563650,1.091,0.535,9.931,25505,206.481,633359,15.717,4.055,17648275.0,9626718.55527819,50.0
2019-04-17,5182.1,5230.9,5165.5,5208.3,350599,902130,440499,6393023717202,4.4715630813601E+19,0.21,5632345160,1.149,0.602,10.435,23658,259.974,629462,15.718,4.283,17650825.0,9679415.78377,61.0
2019-04-18,5208.3,5293.1,5205.0,5264.7,382832,926204,439587,6393023717202,4.4877629677347E+19,0.227,5891159219,0.996,0.542,9.664,24770,185.991,626217,15.738,3.744,17652987.5,10319254.175,64.0
2019-04-19,5264.8,5282.4,5192.1,5241.0,361976,918234,431903,6393023717202,4.9017597208769E+19,0.212,4854685719,1.14,0.591,9.474,29698,166.192,707240,15.772,3.966,17653825.0,10531918.6568264,61.0
2019-04-20,5241.0,5327.0,5240.2,5290.2,319709,907384,347330,6393023717202,4.535427803579E+19,0.199,3603157334,0.965,0.538,10.992,17912,132.576,517466,15.766,3.427,17656300.0,9275897.46327,62.0
2019-04-21,5290.2,5308.2,5189.8,5243.5,390573,877369,327200,6357721118108,4.8185243808056E+19,0.227,2487381966,0.68,0.273,8.889,10787,71.204,617706,15.763,2.425,17658400.0,11248346.3029,62.0
2019-04-22,5248.2,5370.2,5170.2,5346.7,341880,870041,389356,6353030562984,4.6644185645314E+19,0.199,5446524037,1.089,0.624,10.746,26237,198.833,541338,15.636,4.02,17659387.5,9411111.8267204,61.0
2019-04-23,5346.5,5594.4,5291.4,5511.6,311637,912601,431252,6353030562984,3.8988598871186E+19,0.219,6476874775,1.712,0.93,12.414,40138,402.702,620537,15.662,6.241,17661625.0,8538019.90241,68.0
2019-04-24,5511.2,5589.6,5346.8,5415.6,404116,919674,502942,6353030562984,4.3881426840945E+19,0.271,8152589139,1.774,1.061,8.834,27547,245.712,771743,15.666,6.029,17663550.0,12202481.9131,65.0
2019-04-25,5415.6,5528.2,5137.4,5209.1,383946,924603,452399,6353030562984,4.8344574594865E+19,0.211,6800980528,1.334,0.831,10.07,23926,201.961,634122,15.687,5.013,17664912.5,10225360.6553522,58.0
2019-04-26,5209.2,5469.3,5159.3,5298.3,381058,912588,465312,6353030562984,4.6946612588731E+19,0.221,5944742697,1.26,0.76,9.536,20571,196.053,674357,15.609,4.623,17667350.0,10183521.9483,41.0
2019-04-27,5298.2,5318.1,5225.4,5265.9,358871,925283,361049,6353030562984,4.8275413293562E+19,0.192,2837992575,0.796,0.433,10.511,10353,96.987,549855,15.624,3.081,17668787.5,9112041.03117,42.0
2019-04-28,5265.7,5332.5,5234.4,5302.3,383128,770961,349359,6353030562984,4.469055992859E+19,0.245,3022061588,0.658,0.269,8.834,11815,86.617,519657,15.624,2.3,17670412.5,10771720.9485933,40.0
2019-04-29,5302.4,5322.9,5188.9,5235.0,363044,855870,443062,6353030562984,5.1783591653777E+19,0.213,4403475914,1.024,0.54,8.834,16498,245.999,665433,15.526,3.367,17673012.5,11244134.7807,42.0
2019-04-30,5235.4,5336.6,5195.9,5320.8,346346,899400,477122,6353030562984,4.8584613414093E+19,0.199,4595773152,1.299,0.657,10.286,28429,321.773,719281,15.518,4.659,17674587.5,9672352.74233,42.0
2019-05-01,5321.1,5396.3,5319.5,5384.2,439378,878786,435768,6353030562984,5.0654331800979E+19,0.233,3927975693,0.8,0.448,8.421,14141,111.031,689453,15.538,2.98,17675962.5,11945018.6431959,51.0
2019-05-02,5384.6,5530.8,5370.0,5493.8,452462,851260,459729,6353030562984,5.4867185411334E+19,0.234,3933229069,0.777,0.394,7.826,11817,111.533,644849,15.55,2.738,17679387.5,12941749.3454,50.0
2019-05-03,5493.6,5844.2,5478.7,5766.8,382880,904175,486074,6353030562984,5.3295131483402E+19,0.212,4885429347,1.211,0.645,9.474,18862,247.727,695016,15.554,4.104,17681212.5,11122649.2294,63.0
2019-05-04,5768.0,5899.2,5605.0,5830.9,355778,908610,389436,6554050172255,4.8117932578551E+19,0.204,3761940974,0.98,0.535,10.909,14303,137.316,538771,15.561,3.546,17681537.5,10035261.3673471,66.0
2019-05-05,5830.8,5838.2,5708.2,5774.9,330603,931057,349607,6702169884349,4.2329960289162E+19,0.229,3482004662,1.099,0.564,11.163,13301,137.968,524044,15.568,3.754,17684312.5,9591032.60781,67.0
2019-05-06,5775.1,5801.4,5630.5,5745.1,378325,908994,446044,6702169884349,4.6823178937214E+19,0.24,4394551310,1.152,0.632,9.536,17489,189.601,659573,15.564,3.887,17686375.0,11100910.0764,57.0
2019-05-07,5745.5,6019.8,5745.5,5849.5,329816,908495,456010,6702169884349,4.6753411521096E+19,0.213,4999805383,1.657,0.887,11.339,27733,389.602,636469,15.458,5.498,17687037.5,10026818.2871987,69.0
2019-05-08,5849.4,6011.3,5799.1,5990.3,392929,907981,502017,6702169884349,4.7220010648955E+19,0.251,5081708618,1.687,0.958,9.474,19238,307.405,728492,15.397,5.583,17689850.0,11731703.7301,63.0
2019-05-09,5990.5,6206.0,5990.0,6191.5,361419,911632,483246,6702169884349,4.8350171828623E+19,0.249,5511123168,1.801,1.045,9.6,21149,328.696,684903,15.465,5.399,17691762.5,12149462.7589,69.0
2019-05-10,6194.3,6466.6,6157.8,6386.0,322838,890047,468711,6702169884349,4.6213925644698E+19,0.231,5937393756,2.422,1.412,11.52,26611,450.05,640022,15.597,7.341,17692575.0,10770042.575463,71.0
2019-05-11,6386.6,7373.8,6386.5,7190.3,344827,917647,439227,6702169884349,4.340786043463E+19,0.274,6109498680,2.47,1.492,11.077,24834,409.287,653576,15.58,7.152,17694737.5,11877938.2791,76.0
2019-05-12,7190.0,7518.9,6802.6,6984.8,338413,911056,411087,6702169884349,4.7765150364414E+19,0.312,5006559351,2.201,1.271,9.114,20098,358.428,730067,15.58,5.008,17696862.5,15580744.7154,75.0
2019-05-13,6984.7,8058.3,6893.1,7806.0,390261,898227,498869,6702169884349,5.4283279072948E+19,0.3,6631002782,2.127,1.199,8.623,31783,416.857,759715,15.535,5.103,17698137.5,16443665.5226962,78.0
2019-05-14,7806.4,8323.9,7674.0,7994.6,367218,894692,514668,6702169884349,5.4538900851298E+19,0.298,8270841757,2.886,1.657,9.474,35904,487.385,758599,15.38,6.53,17700875.0,16211651.6224,78.0
2019-05-15,7994.8,8225.3,7856.5,8164.6,368752,909571,525079,6702169884349,4.9931629299744E+19,0.331,9033704419,4.198,2.323,9.664,47286,504.714,726829,15.261,9.365,17702800.0,16983774.4919,77.0
2019-05-16,8164.8,8293.3,7720.4,7871.8,374916,906968,527445,6702169884349,5.0176586167907E+19,0.327,8345283791,4.871,2.881,9.863,30625,509.252,772040,15.255,11.132,17703662.5,16642489.0435273,75.0
2019-05-17,7871.9,7924.0,6998.6,7359.5,361503,910634,505602,6702169884349,5.024825429449E+19,0.307,7291206169,4.581,2.589,9.536,27511,464.766,797091,15.275,10.751,17706462.5,15398528.2664,65.0
2019-05-18,7359.9,7458.5,7189.4,7262.6,359551,899666,436867,6703779555093,4.9834097270027E+19,0.301,4457667858,2.747,1.705,9.412,16935,219.079,729951,15.328,6.586,17708350.0,14984659.853,67.0
2019-05-19,7261.9,8253.4,7252.3,8157.2,346696,871045,384485,6704632680587,5.2638537814063E+19,0.325,5030895135,2.868,1.777,8.834,20330,215.522,631633,15.331,5.812,17709175.0,17128952.0847312,70.0
2019-05-20,8156.4,8156.4,7604.0,7965.3,381421,868940,466864,6704632680587,5.7670780301278E+19,0.301,6046790620,3.854,2.29,8.944,25251,376.41,720988,15.346,8.468,17712300.0,17411194.2865,73.0
2019-05-21,7965.0,8056.8,7813.2,7930.3,380736,911556,505421,6704632680587,5.0012711831355E+19,0.336,6100990360,4.222,2.501,9.412,22264,385.332,791236,15.351,9.577,17714312.5,16828129.8548,68.0
2019-05-22,7928.7,7999.0,7545.9,7635.7,394720,893892,490134,6704632680587,5.1934792844099E+19,0.344,6505913833,3.53,2.172,8.623,23386,331.248,783448,15.3,7.809,17714675.0,18104557.6470407,69.0
2019-05-23,7637.2,7939.1,7486.8,7852.1,389185,913728,475882,6704632680587,5.6345280488867E+19,0.292,6368508508,3.244,1.979,9.114,24131,291.001,710613,15.328,7.668,17718312.5,16469421.0512,65.0
2019-05-24,7852.8,8124.1,7775.4,7970.1,373729,886810,497942,6704632680587,5.0327670127321E+19,0.333,6930779483,4.095,2.46,9.412,29232,379.42,726478,15.437,9.122,17720187.5,16833084.3068,64.0
2019-05-25,7971.4,8090.1,7919.1,8027.4,338258,889359,385862,6704632680587,5.1717683787489E+19,0.291,4347286724,3.039,1.913,10.286,18773,214.542,603488,15.443,6.824,17721750.0,15115205.1345969,69.0
2019-05-26,8029.6,8718.6,7866.5,8630.2,373907,795489,358179,6704632680587,5.0541360259508E+19,0.346,4490767691,2.078,0.997,8.727,18383,119.64,565068,15.564,4.444,17723950.0,17530637.7421,67.0
2019-05-27,8628.9,8902.8,8607.3,8760.1,399417,881217,484876,6704632680587,5.4624602580778E+19,0.365,7394588350,4.155,2.533,8.623,26578,412.716,772990,15.594,8.318,17725725.0,20943626.1747,70.0
2019-05-28,8759.4,8794.1,8568.8,8716.3,390263,903698,517349,6704632680587,5.5127757551099E+19,0.355,7512217745,4.311,2.645,8.78,29550,399.368,807558,15.592,8.606,17728125.0,20098452.3035233,71.0
2019-05-29,8715.6,8747.2,8435.3,8647.8,404981,870567,514682,6704632680587,5.6022731803443E+19,0.365,9218497800,3.995,2.345,8.276,30416,386.937,767434,15.61,7.923,17730162.5,20660475.7497,71.0
2019-05-30,8647.8,9045.9,8054.7,8271.9,376714,862583,489449,6747104132835,5.7042134893302E+19,0.331,7873404835,4.314,2.591,9,28033,456.609,733627,15.612,8.604,17731275.0,18924858.1213,73.0
2019-05-31,8271.4,8578.8,8135.0,8558.3,298880,900471,459470,7459680720542,5.1019160597073E+19,0.273,14611646946,5.732,3.351,12.308,57258,700.561,657457,15.594,12.3,17733875.0,13928405.3729962,61.0
2019-06-01,8556.9,8615.8,8454.0,8545.7,331941,916213,436233,7459680720542,5.1217308212259E+19,0.341,5516623822,4.102,2.347,9.536,30826,316.637,780752,15.614,7.792,17735787.5,17500366.3832,62.0
2019-06-02,8545.8,8807.7,8534.8,8728.6,300872,895994,359126,7459680720542,4.9903810030677E+19,0.305,4893614617,3.41,2.347,10.992,34928,268.863,586139,15.619,6.748,17736787.5,15462127.8066,63.0
2019-06-03,8728.6,8734.9,8102.7,8124.8,293890,882347,420763,7459680720542,4.699934046693E+19,0.306,10462305671,5.781,3.437,12.101,49174,534.039,613329,15.601,11.803,17738862.5,14378777.9286266,66.0
2019-06-04,8118.1,8118.1,7494.0,7685.5,374609,913450,522619,7459680720542,4.9759122082777E+19,0.339,8283889704,4.577,2.637,9.351,36532,406.462,749022,15.495,10.173,17740812.5,17028462.3207,42.0
2019-06-05,7685.6,7885.0,7590.4,7779.1,372788,900845,482326,7459680720542,6.0380619717336E+19,0.278,8002134441,3.326,2.087,9,41751,353.293,789623,15.735,7.386,17742300.0,16774166.5205,27.0
2019-06-06,7779.6,7861.4,7480.4,7784.9,364369,861381,460854,7459680720542,5.9162260518142E+19,0.273,10400496926,2.601,1.452,9.172,42560,296.922,719552,15.707,5.864,17744750.0,16576546.9153716,34.0
2019-06-07,7785.8,8099.4,7749.4,7985.2,349853,847486,466838,7459680720542,5.6399343099376E+19,0.293,6047727104,2.415,1.207,9.114,32942,297.896,733211,15.718,5.118,17746712.5,16904713.8524,27.0
2019-06-08,7985.3,8044.4,7770.5,7901.4,294245,846515,357914,7459680720542,5.1469079089967E+19,0.25,4815248503,1.979,1,11.613,25073,208.051,549985,15.717,4.521,17747850.0,12882272.7216,62.0
2019-06-09,7901.6,7937.5,7516.9,7635.0,300770,728182,328239,7459680720542,5.2933862687554E+19,0.28,4229844060,1.633,0.792,9.796,23488,122.282,518978,15.705,3.316,17750225.0,15040475.2089595,62.0
2019-06-10,7635.0,8012.8,7523.6,7987.8,353472,847699,464279,7459680720542,5.7052862089287E+19,0.283,6817662042,2.25,1.152,9.172,32182,324.775,705255,15.693,4.935,17752062.5,16318423.0158,46.0
2019-06-11,7987.8,8010.4,7714.5,7888.0,340306,911798,486420,7459680720542,5.2800231356745E+19,0.283,10760259392,2.562,1.294,10.07,50245,360.186,688779,15.662,5.829,17753375.0,14984664.3563,61.0
2019-06-12,7888.0,8198.1,7805.8,8133.1,328333,911134,468998,7459680720542,5.224416926934E+19,0.268,7652581595,2.659,1.466,10.992,31984,367.228,710869,15.666,6.236,17755350.0,14041153.3883298,60.0
2019-06-13,8132.4,8306.1,8028.6,8219.0,364222,909725,521660,7459680720542,5.2395109209979E+19,0.311,7068163476,2.45,1.314,9.536,27451,345.712,762388,15.652,5.483,17757437.5,16311181.0856,63.0
2019-06-14,8218.6,8685.3,8153.2,8656.1,364214,885279,545441,7411481913588,5.7901225537058E+19,0.321,7182356382,2.7,1.351,8.521,28965,314.554,789720,15.667,5.29,17758875.0,18846894.0773,67.0
2019-06-15,8655.8,8856.7,8582.3,8812.5,330808,906314,436725,7409399249090,6.1769022035455E+19,0.269,6468986211,2.073,1.115,9.863,26845,240.029,758530,15.66,4.136,17761437.5,16609185.0992313,75.0
2019-06-16,8812.2,9332.0,8771.1,8962.5,295124,872928,392639,7409399249090,5.0159562652201E+19,0.308,6650112357,2.288,1.257,11.077,41653,297.004,585851,15.665,4.378,17762812.5,15480924.6967,80.0
2019-06-17,8961.0,9438.1,8959.8,9318.8,320939,899943,479160,7409399249090,4.7931457989781E+19,0.343,18972359253,3.386,1.849,10.827,77888,463.047,667300,15.594,6.619,17764400.0,16680372.7946,84.0
2019-06-18,9318.9,9336.1,8962.7,9080.6,394680,910979,536874,7409399249090,5.5293925848283E+19,0.357,21749496964,2.705,1.529,8.834,66570,333.886,821372,15.596,5.412,17766550.0,19759220.101567,83.0
2019-06-19,9080.7,9295.1,9044.0,9255.4,400855,871520,511135,7409399249090,6.0605270557093E+19,0.35,10849799607,2.414,1.43,8.136,38143,258.281,781133,15.679,4.564,17768587.5,21219685.8901,82.0
2019-06-20,9255.0,9583.9,9188.4,9517.0,329959,871941,489059,7409399249090,6.1333162805368E+19,0.291,10244903739,3.165,1.688,10,96036,448.207,675006,15.661,5.851,17769900.0,17906834.419,81.0
2019-06-21,9517.7,10184.3,9517.4,10179.3,337608,909309,498632,7409399249090,5.0340851021524E+19,0.348,9214388491,3.663,2.059,10.827,49592,499.315,713152,15.648,7.06,17772150.0,17538287.9154746,84.0
2019-06-22,10178.1,11160.5,10031.3,10721.7,353934,918583,478672,7409399249090,5.1128810060352E+19,0.396,16083257046,3.714,2.164,10.213,59146,461.487,735085,15.58,6.5,17773812.5,20226178.7284,83.0
2019-06-23,10721.5,11361.3,10557.8,10897.1,379907,882234,438775,7409399249090,6.1111512871038E+19,0.413,7380440247,2.305,1.399,7.956,28391,189.404,804383,15.604,3.468,17775400.0,25447586.803,84.0
2019-06-24,10897.3,11114.4,10622.6,11046.4,388165,886333,497693,7409399249090,6.443828270501E+19,0.39,10020120952,2.858,1.659,8.136,46717,317.939,856612,15.625,4.413,17778287.5,25683149.7809107,80.0
2019-06-25,11046.6,11833.9,11033.7,11809.9,361239,889395,505952,7409399249090,6.0421165276795E+19,0.365,12798035957,3.795,2.119,9.863,61246,540.956,784857,15.618,6.225,17780500.0,22012700.0893,87.0
2019-06-26,11811.6,13929.8,11747.3,13063.8,399459,917622,564263,7409399249090,5.7168866763585E+19,0.498,15479438197,5.837,3.256,8.727,59116,736.582,910162,15.67,8.196,17780937.5,28602342.1291,95.0
2019-06-27,13062.4,13422.0,10493.5,11287.8,360908,920148,501184,7868124124773,6.0866673906661E+19,0.384,13207069991,6.557,3.718,10.141,54745,781.34,764301,15.692,10.135,17783937.5,23684931.4245074,92.0
2019-06-28,11288.4,12461.8,10970.5,12409.1,406931,912683,533758,7934713219631,6.0815992275665E+19,0.427,11537543775,5.241,3.042,8.834,42146,443.689,863754,15.665,8.214,17786162.5,25937334.7871,62.0
2019-06-29,12408.0,12422.9,11490.8,11906.5,356508,847676,413302,7934713219631,6.8371186129076E+19,0.396,12795233161,3.621,1.975,8.276,45863,230.194,773649,15.665,4.765,17786450.0,27405858.8447,74.0
2019-06-30,11906.0,12179.3,10765.4,10818.6,330579,768920,369324,7934713219631,6.2635657377836E+19,0.37,17282537932,3.672,2.145,9.474,66802,218.443,585170,15.732,5.235,17790375.0,23170049.1634577,78.0
2019-07-01,10821.4,11254.5,10041.6,10616.6,336719,875591,473382,7934713219631,5.8675922382152E+19,0.349,8294791784,4.037,2.177,10.07,66748,505.02,720072,15.766,6.633,17791962.5,20510124.418,65.0
2019-07-02,10615.5,10923.5,9728.5,10835.9,373251,917866,507679,7934713219631,5.6440454817991E+19,0.383,7062566621,3.26,1.89,9.114,40605,454.539,730704,15.809,5.635,17794062.5,21634656.181,63.0
2019-07-03,10835.9,11931.8,10835.9,11900.8,397382,878495,484402,7934713219631,6.8305491098162E+19,0.373,7703296248,2.703,1.632,8.372,48558,345.434,797545,15.821,4.223,17796050.0,25660429.8291376,79.0
2019-07-04,11899.3,11948.0,11087.1,11163.1,370537,863198,447259,7934713219631,6.8352193904793E+19,0.373,8179997494,2.659,1.533,8.623,39703,335.687,712075,15.795,3.863,17797475.0,25608368.4263,76.0
