Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,fear_and_greed_index
2020-05-25,8728.0,8959.5,8666.1,8898.2,265750,904878,429701,15138043247083,9.1124424465033E+19,0.0846,7327844815,3.069,1.646,11.52,36509,465.089,753026,14.66,10.578,18385562.5,7689659.79284451,41.0
2020-05-26,8897.7,8994.6,8713.9,8842.5,295658,884803,481610,15138043247083,8.8175517102452E+19,0.0861,4377785888,2.415,1.248,11.613,28565,443.576,718669,14.662,9.411,18386437.5,7687822.76814688,39.0
2020-05-27,8842.3,9210.9,8818.6,9199.1,292789,873869,477142,15138043247083,9.988420359909E+19,0.085,5350187059,2.403,1.165,10.435,34114,468.908,816398,14.68,8.287,18387337.5,9241012.00693874,39.0
2020-05-28,9199.8,9610.8,9119.2,9572.2,299779,904127,489617,15138043247083,1.0208612036271E+20,0.0828,4726798263,2.747,1.441,10.992,26071,478.556,475802,14.685,9.743,18387993.75,8457127.38821037,41.0
2020-05-29,9573.4,9596.5,9358.1,9424.8,280833,897274,471533,15138043247083,1.0259111129114E+20,0.0819,6496293776,3.171,1.796,11.339,35277,492.035,761997,14.726,10.604,18388875.0,8526743.18954307,48.0
2020-05-30,9424.8,9729.9,9352.7,9692.5,285890,848445,443416,15138043247083,1.0509611986357E+20,0.0944,3372631774,2.276,0.983,9.231,19509,308.738,807900,14.72,6.562,18389750.0,9913195.96576446,48.0
2020-05-31,9692.9,9695.6,9406.2,9454.8,258277,682317,391250,15138043247083,1.1673087482845E+20,0.0818,5145721924,2.258,0.847,9.6,27831,271.636,695072,14.714,6.115,18390843.75,9542417.4585863,51.0
2020-06-01,9454.5,10301.8,9429.7,10189.3,308178,881565,490250,15138043247083,9.855044452841E+19,0.0892,7013213143,2.479,1.342,10.746,38943,466.377,707233,14.757,8.696,18391725.0,8910754.39107795,50.0
2020-06-02,10190.7,10207.3,9347.3,9527.6,303985,891414,500066,15138043247083,1.0544214442869E+20,0.0848,8305222319,3.187,1.59,11.163,50950,619.174,764540,14.801,10.835,18392381.25,8941264.80720643,56.0
2020-06-03,9527.0,9667.2,9421.7,9667.2,313861,884404,503245,15138043247083,1.0062180529413E+20,0.0904,4864843436,2.503,1.318,10.36,34373,477.017,819666,14.777,8.644,18393256.25,9081230.36860107,48.0
2020-06-04,9667.2,9864.4,9490.9,9794.4,318134,865289,494051,14477089134397,1.0758913057567E+20,0.0908,5822876671,1.904,1.113,9.536,35152,471.732,767771,14.77,6.203,18394131.25,9764314.20040038,54.0
2020-06-05,9794.0,9846.1,9628.7,9631.2,326903,704904,510315,13732352106018,1.1369199646468E+20,0.101,6205984296,1.672,0.848,8.045,31655,418.506,771979,14.783,4.769,18395450.0,11573082.6899895,53.0
2020-06-06,9630.8,9733.1,9549.5,9669.6,284677,547633,439318,13732352106018,1.2566945795844E+20,0.0966,2883146436,1.083,0.422,7.347,16888,272.596,698699,14.784,2.542,18396562.5,12477168.3999888,54.0
2020-06-07,9669.6,9791.8,9417.4,9742.6,252209,607480,386045,13732352106018,1.2652609114056E+20,0.0778,2771547713,1.007,0.362,9.057,17253,260.297,594728,14.778,2.583,18397656.25,9821022.7645001,54.0
2020-06-08,9743.4,9788.2,9662.3,9777.9,317113,777737,495532,13732352106018,1.046813695234E+20,0.098,5442084564,1.281,0.639,8.889,30168,400.534,745975,14.77,3.96,18398537.5,10379765.6243221,53.0
2020-06-09,9777.7,9857.2,9616.6,9768.8,326914,806073,516671,13732352106018,1.1107249662745E+20,0.0906,4690924672,1.046,0.515,9,26109,452.424,794706,14.723,3.4,18399637.5,10182263.0439178,52.0
2020-06-10,9768.8,9970.9,9710.7,9878.8,324999,744537,519367,13732352106018,1.1647264643533E+20,0.0894,4491690807,1.157,0.511,8.78,36009,450.542,755410,14.713,3.612,18400512.5,10401186.386667,54.0
2020-06-11,9878.9,9945.2,9139.1,9283.2,332305,842674,534703,13732352106018,1.118887316695E+20,0.103,6647776923,1.122,0.517,7.784,29079,443.508,907646,14.74,3.232,18401825.0,11473619.1499784,52.0
2020-06-12,9283.7,9547.5,9249.4,9466.6,318111,824401,505862,13732352106018,1.1769619084258E+20,0.084,4516709764,0.887,0.415,8.834,24573,440.726,798829,14.723,2.854,18402700.0,9866334.58133083,38.0
2020-06-13,9466.5,9484.9,9369.9,9471.3,280023,688105,425916,13732352106018,1.1816603737933E+20,0.0806,2800748145,0.711,0.312,9.114,19603,299.494,721373,14.715,2.092,18403800.0,9622452.78417518,38.0
2020-06-14,9470.7,9474.7,9264.4,9345.3,275553,564965,398091,13732352106018,1.0838659314103E+20,0.0938,2414647440,0.557,0.205,8.471,16374,219.232,578607,14.708,1.512,18404906.25,10380781.5378385,40.0
2020-06-15,9345.5,9489.7,8925.6,9425.4,294330,807918,482334,13732352106018,1.0639822834611E+20,0.0781,6026440586,1.076,0.505,10.435,31770,463.068,730418,14.699,3.814,18405781.25,8280410.59960841,37.0
2020-06-16,9425.6,9577.1,9379.3,9523.5,340367,863042,537659,14265974077878,1.0653141086916E+20,0.0881,5905972490,1.412,0.802,9.6,37771,463.338,876558,14.7,5.123,18406668.75,9617963.21008684,39.0
2020-06-17,9523.6,9543.6,9258.2,9464.6,333409,904290,530088,15784744305477,1.0305319990603E+20,0.0836,5882018346,1.356,0.78,10.435,26537,470.81,796031,14.698,5.252,18407550.0,8709273.10823802,38.0
2020-06-18,9464.6,9480.4,9289.3,9388.1,280480,842541,461092,15784744305477,1.118233228579E+20,0.0685,5081904673,1.482,0.82,11.707,26088,502.849,768279,14.635,5.426,18408206.25,7714420.95468918,40.0
2020-06-19,9390.3,9424.0,9249.6,9314.0,347293,903056,547672,15784744305477,1.0121438418701E+20,0.0873,9869425318,1.354,0.823,10.07,39242,468.501,836622,14.446,5.328,18409081.25,8736099.47769752,39.0
2020-06-20,9314.0,9394.5,9199.8,9358.8,283986,761289,443292,15784744305477,1.0953745932911E+20,0.0755,2954249140,0.986,0.548,10.511,17870,319.387,648105,14.452,3.388,18409956.25,8238014.00234774,38.0
2020-06-21,9358.8,9411.2,9288.5,9296.4,259294,679600,381429,15784744305477,1.1147662827288E+20,0.0788,2510620126,0.903,0.369,9.863,17163,262.195,613430,14.454,2.666,18410837.5,9006615.2058985,37.0
2020-06-22,9296.5,9751.9,9285.8,9683.7,301253,780465,487724,15784744305477,1.1841352311783E+20,0.0745,4933624507,1.139,0.546,10.07,30296,496.003,688844,14.461,3.89,18411725.0,8923565.20117743,38.0
2020-06-23,9683.9,9715.6,9581.8,9624.6,355098,895500,560027,15784744305477,1.1360639213776E+20,0.0878,6848790460,1.245,0.635,9.114,36748,498.314,910327,14.441,4.435,18412818.75,9964641.89522986,41.0
2020-06-24,9624.6,9667.4,9223.0,9302.0,312182,898895,499565,15784744305477,1.1744847647966E+20,0.0734,5624810125,1.285,0.689,10.36,39762,477.56,814458,14.445,4.651,18413693.75,8594577.4593605,50.0
2020-06-25,9300.8,9327.3,9022.6,9247.5,312042,897169,507032,15784744305477,1.1302208470682E+20,0.0755,6884696390,1.19,0.64,10.213,35228,496.523,772171,14.433,4.352,18414568.75,8504016.54820617,43.0
2020-06-26,9247.5,9296.5,9060.1,9160.0,330217,798393,520637,15784744305477,1.1323265042626E+20,0.0862,6906646605,0.95,0.479,8.78,34140,458.082,807953,14.438,3.216,18415675.0,9950436.65769901,40.0
2020-06-27,9160.5,9190.5,8865.3,9008.3,275351,748876,439269,15784744305477,1.2252925583864E+20,0.0661,2910064577,0.777,0.387,10.435,19184,366.868,676287,14.383,2.643,18416550.0,8059992.05896448,43.0
2020-06-28,9008.4,9185.5,8950.2,9124.0,264759,628169,406696,15784744305477,1.1584282033847E+20,0.0751,2807735374,0.676,0.316,9.6,23426,297.933,604225,14.386,2.059,18417425.0,8666896.61256926,40.0
2020-06-29,9122.8,9229.1,9033.6,9185.4,315279,827929,506008,15784744305477,1.1398756136123E+20,0.0754,4549037989,0.969,0.45,9.931,29388,475.209,805381,14.381,3.556,18418300.0,8562734.80271627,41.0
2020-06-30,9186.0,9199.8,9075.3,9135.4,299586,824312,503424,15784618886623,1.2337087778923E+20,0.0716,4988673906,1.317,0.623,9.796,33617,509.394,806161,14.357,4.47,18419175.0,8801310.46204946,44.0
2020-07-01,9135.9,9289.0,9101.1,9229.9,382408,899352,606788,15784217546288,1.1502966297504E+20,0.0862,5610593403,1.515,0.875,8.889,26154,498.19,916940,14.345,5.845,18420281.25,10124055.9362646,42.0
2020-07-02,9229.9,9259.7,8962.1,9085.1,339305,788620,540829,15784217546288,1.3107053427511E+20,0.0759,5319273386,1.519,0.919,8.78,27935,483.649,801504,14.371,5.184,18421156.25,9907317.70423729,42.0
2020-07-03,9085.0,9120.4,9050.9,9067.1,330846,792354,531384,15784217546288,1.249676035319E+20,0.0783,4930431962,1.483,0.858,8.834,26773,480.44,785330,14.369,5.017,18422256.25,9873738.20676215,41.0
2020-07-04,9067.1,9182.3,9049.6,9134.4,288490,705727,448237,15784217546288,1.2993094269657E+20,0.0712,3214133647,1.009,0.541,9.172,21393,332.396,705158,14.374,3.147,18423350.0,9203934.10591,40.0
2020-07-05,9134.3,9149.6,8932.1,9081.0,273941,641281,407794,15784217546288,1.2266640632469E+20,0.0775,2686841468,0.835,0.394,8.834,19929,286.182,650918,14.384,2.407,18424225.0,9453537.18129459,38.0
2020-07-06,9080.4,9363.0,9063.2,9339.0,338613,856090,540461,15784217546288,1.2257624516212E+20,0.0754,5229561198,1.008,0.474,9.351,31628,479.825,840405,14.337,3.695,18425331.25,9573702.5263014,40.0
2020-07-07,9338.8,9371.2,9209.3,9256.0,345814,779012,566916,15784217546288,1.3151153331127E+20,0.074,5113726397,1.095,0.565,8.944,26658,505.542,830868,14.342,3.892,18426212.5,9827305.84595956,43.0
2020-07-08,9256.3,9458.3,9233.1,9429.9,347304,872247,566523,15784217546288,1.1838671534629E+20,0.0785,5879105672,1.287,0.66,9.536,29358,542.789,902450,14.308,4.812,18427087.5,9269106.00709557,44.0
2020-07-09,9430.1,9434.5,9176.0,9235.7,362554,880465,570811,15784217546288,1.254755132509E+20,0.0806,5431125393,1.422,0.762,8.78,25182,492.729,889601,14.33,5.102,18428193.75,10324012.452296,44.0
2020-07-10,9239.0,9309.8,9131.9,9285.1,345835,828111,549186,15784217546288,1.2778985086667E+20,0.0762,5013438671,1.293,0.712,8.944,25867,496.205,843602,14.335,4.593,18429293.75,9821730.66445103,41.0
2020-07-11,9285.8,9295.5,9184.2,9233.3,306615,749483,474730,15784217546288,1.2286135526447E+20,0.0761,2993884818,0.99,0.503,9.231,18552,352.71,546674,14.344,3.247,18430168.75,9308390.99757443,44.0
2020-07-12,9234.2,9337.8,9170.4,9300.8,282212,672474,414306,15784217546288,1.1537838253856E+20,0.0785,3780963340,0.809,0.41,9.474,22309,289.15,652722,14.345,2.524,18431043.75,9012154.57131376,41.0
2020-07-13,9300.5,9329.6,9207.6,9243.6,310080,772702,497226,16570395220716,1.3503913463458E+20,0.0662,7737106831,1.229,0.653,9.796,36744,540.86,799262,14.35,4.266,18432137.5,8910800.3628078,43.0
2020-07-14,9243.1,9274.8,9135.7,9253.4,359703,911747,574595,17345948872516,1.1711941911277E+20,0.0761,5205961400,1.619,0.898,10,23399,552.391,868418,14.349,6.54,18433018.75,9003009.80517444,43.0
2020-07-15,9253.6,9270.2,9168.7,9198.7,315926,893744,532797,17345948872516,1.3277631115515E+20,0.0646,5127115613,1.885,1.085,10.435,24408,563.381,843853,14.338,6.943,18433893.75,8552242.70922882,44.0
2020-07-16,9198.7,9224.2,9052.0,9135.3,345713,905989,559368,17345948872516,1.1772819024485E+20,0.0723,5191173949,2.073,1.228,10.588,26092,600.27,861762,14.325,8.424,18434768.75,8476261.34494985,43.0
2020-07-17,9135.4,9181.9,9091.5,9155.8,293789,910122,502032,17345948872516,1.0801091900525E+20,0.0692,4892732893,2.413,1.371,12.203,26467,621.938,721499,14.326,9.491,18435425.0,7439212.40619956,41.0
2020-07-18,9155.8,9198.8,9126.7,9170.2,310892,895947,493813,17345948872516,1.0563453818338E+20,0.0774,3373013352,2.258,1.284,11.077,19519,484.895,742062,14.327,8.589,18436306.25,8257260.54422192,44.0
2020-07-19,9170.1,9224.8,9106.4,9208.0,276962,887342,428131,17345948872516,1.1260879093047E+20,0.0706,3029475225,1.527,0.918,10.992,21604,395.731,770877,14.342,5.318,18436968.75,8030628.81677879,41.0
2020-07-20,9208.1,9218.4,9139.9,9162.4,309606,883336,513747,17345948872516,1.2295447731277E+20,0.072,4754410193,2.34,1.5,10.213,27057,554.98,794094,14.324,8.191,18437843.75,8809861.14917053,44.0
2020-07-21,9162.3,9426.9,9155.1,9387.3,312746,880129,532836,17345948872516,1.1395190959957E+20,0.0724,5277693473,3.055,1.861,11.52,26577,643.206,811485,14.323,11.581,18438718.75,8215338.73446885,44.0
2020-07-22,9387.4,9523.1,9296.0,9513.7,364648,902166,601999,17345948872516,1.1387884889924E+20,0.0861,5801680835,3.692,2.265,10,24581,592.162,884585,14.321,13.738,18439593.75,9764974.36846801,50.0
2020-07-23,9513.6,9646.5,9451.1,9599.6,336109,900189,560143,17345948872516,1.1801560195575E+20,0.0798,5778967000,3.841,2.387,10.588,28886,600.425,837690,14.313,13.711,18440468.75,9402091.57921377,55.0
2020-07-24,9599.2,9626.2,9480.5,9546.4,369271,893581,588571,17345948872516,1.2561052089978E+20,0.0861,5141876914,3.222,1.975,8.944,26792,504.091,852539,14.307,11.005,18441562.5,10810915.0426475,53.0
2020-07-25,9546.7,9729.3,9536.2,9704.1,293741,865433,485144,17345948872516,1.3956077093523E+20,0.0674,3880204123,2.918,1.797,10.141,25927,505.973,853513,14.31,9.123,18442443.75,9515131.31193061,55.0
2020-07-26,9690.0,10086.6,9645.9,9932.5,298422,858342,468493,17345948872516,1.2900834938873E+20,0.0811,3928612175,2.521,1.511,9.114,24036,439.915,865392,14.32,7.192,18443325.0,10587041.6037513,55.0
2020-07-27,9932.7,11367.0,9894.6,11022.8,326620,894221,541531,17309155182109,1.350086489046E+20,0.0812,7815245572,3.865,2.13,9.664,39521,725.238,912290,14.347,11.514,18444206.25,11099308.3016979,58.0
2020-07-28,10961.1,11046.1,10873.6,10908.5,354597,895513,586626,16847561611550,1.2226645103569E+20,0.0983,8208681477,5.812,3.212,9.931,39327,720.977,908289,14.358,17.154,18445081.25,12037341.111269,76.0
2020-07-29,10908.4,11336.5,10771.8,11105.9,346373,894944,567683,16847561611550,1.2837182526637E+20,0.0951,6785481393,5.596,3.418,9.73,36240,579.695,948418,14.372,15.887,18446175.0,12189404.7472878,71.0
2020-07-30,11105.8,11164.4,10861.6,11096.2,327654,882785,553015,16847561611550,1.1762391837676E+20,0.0961,7143387276,6.063,3.692,10.667,35200,604.67,838666,14.371,17.585,18446831.25,11301864.6984554,76.0
2020-07-31,11096.5,11434.8,10964.6,11333.4,356753,880903,584979,16847561611550,1.1628284171758E+20,0.109,6823461600,5.388,3.113,9.412,31813,537.211,888126,14.369,15.224,18447925.0,12639960.4220093,75.0
2020-08-01,11333.2,11847.7,11226.1,11803.1,296568,873101,503732,16847561611550,1.2059003571238E+20,0.0947,5701683612,5.014,3.064,10.511,33780,572.736,758860,14.368,13.032,18448800.0,11439834.2341845,75.0
2020-08-02,11802.6,12061.1,10730.7,11066.8,287728,880469,480263,16847561611550,1.1700530485774E+20,0.0958,4708545727,4.204,2.42,10.213,31259,452.269,816058,14.369,10.799,18449675.0,11205874.8463142,80.0
2020-08-03,11066.9,11461.1,10981.6,11224.4,333591,864724,561473,16847561611550,1.2479139891634E+20,0.103,7759212519,4.393,2.398,8.889,38148,527.915,930491,14.329,11.396,18450550.0,12873862.5784736,75.0
2020-08-04,11223.8,11407.8,11043.0,11184.7,328887,894510,557671,16847561611550,1.3204942389574E+20,0.0867,6304603734,3.811,2.085,9.931,33953,552.604,802726,14.339,10.951,18451643.75,11438679.0832375,72.0
2020-08-05,11184.8,11771.5,11114.5,11735.1,291685,908988,530108,16847561611550,1.1738185732521E+20,0.092,5785900723,5.351,3.083,11.163,39008,657.08,822082,14.357,14.455,18452300.0,10806917.3916886,75.0
2020-08-06,11735.0,11898.4,11563.0,11757.1,356456,897522,615262,16847561611550,1.1895145684738E+20,0.116,8611294724,6.472,3.63,9.231,39371,573.377,971488,14.33,16.76,18453393.75,13771270.4382111,79.0
2020-08-07,11757.1,11901.8,11352.4,11592.0,326347,880062,558058,16847561611550,1.3138608722307E+20,0.097,7619635042,4.927,2.835,9.474,36695,512.356,933072,14.312,12.625,18454275.0,12898632.9438048,77.0
2020-08-08,11591.6,11805.5,11533.5,11764.3,283489,888983,476367,16847561611550,1.2300726995333E+20,0.0918,4805143494,3.253,1.402,10.141,33162,463.289,812977,14.269,8.172,18455150.0,11292366.647165,77.0
2020-08-09,11764.4,11792.8,11527.5,11681.2,268246,808054,437904,16847561611550,1.2372179002127E+20,0.0979,4419296501,2.728,0.865,9.231,30358,406.195,796785,14.269,6.043,18456243.75,12105371.3641104,79.0
2020-08-10,11681.1,12041.1,11546.9,11889.2,308230,873045,548986,16871707187018,1.2044228329689E+20,0.0978,7393375059,5.158,2.946,10.511,39503,663.728,805028,14.259,13.508,18456900.0,11774383.1865932,78.0
2020-08-11,11889.2,11931.8,11146.7,11390.4,349798,877228,591360,16947802333947,1.250845286597E+20,0.104,7367134283,5.047,2.925,9.351,34666,578.742,946208,14.267,13.619,18457993.75,12966824.4492047,84.0
2020-08-12,11390.4,11605.4,11190.6,11557.2,346248,898198,577289,16947802333947,1.2991270430279E+20,0.0976,7725462277,4.14,2.638,9.172,32295,530.716,881466,14.262,11.307,18458868.75,12684820.6087768,75.0
2020-08-13,11557.2,11772.9,11298.4,11770.9,325199,844873,543231,16947802333947,1.3435852400788E+20,0.0884,6995322128,3.875,2.311,9.796,32217,544.64,811490,14.262,10.616,18459962.5,11879252.2971003,75.0
2020-08-14,11771.1,11835.5,11651.5,11750.8,365512,867820,592828,16947802333947,1.29890824464E+20,0.104,8662170206,3.427,1.975,8.623,46280,491.753,918412,14.228,9.267,18460843.75,13709961.9922364,78.0
2020-08-15,11751.1,11964.0,11711.5,11845.3,313604,861068,527434,16947802333947,1.3696298882915E+20,0.0904,5846999539,2.557,1.188,9.231,54214,403.942,852476,14.239,6.479,18461943.75,12537672.5372401,79.0
2020-08-16,11845.5,11922.5,11688.9,11899.0,284917,750867,451175,16947802333947,1.3378212595179E+20,0.0895,5504319981,2.516,1.043,9.474,75655,344.064,792425,14.237,5.987,18462825.0,12130221.317492,82.0
2020-08-17,11898.8,12444.1,11764.0,12282.6,292819,863322,514659,16947802333947,1.1720111227123E+20,0.0887,8571052500,3.363,2.144,11.52,120929,609.595,784755,14.181,9.472,18463700.0,10390360.2175087,83.0
2020-08-18,12283.0,12381.4,11842.0,11947.6,345896,907079,572676,16947802333947,1.1019582034877E+20,0.114,8714216837,5.564,3.163,10.286,73047,662.625,841105,14.243,15.311,18464581.25,12747409.9454137,82.0
2020-08-19,11944.4,12013.2,11602.6,11750.2,333741,890407,550412,16947802333947,1.1473887265848E+20,0.104,7255498914,5.22,3.388,10.435,66718,577.115,851925,14.252,14.616,18465456.25,11920459.626279147,80.0
2020-08-20,11751.0,11881.0,11672.7,11856.9,333537,891515,556140,16947802333947,1.2448591513424E+20,0.0989,6986588325,4.622,2.812,9.863,65286,525.626,839625,14.253,12.529,18466331.25,12309250.391919043,75.0
2020-08-21,11856.9,11877.4,11495.6,11529.2,314142,874902,535698,16947802333947,1.2909661943715E+20,0.101,6243266389,5.092,2.807,9.29,55923,576.045,920527,14.262,12.324,18467206.25,12988330.809193192,81.0
2020-08-22,11529.2,11677.0,11382.1,11661.3,311563,892143,506421,16947802333947,1.1816800156227E+20,0.0923,4395409504,3.47,2,10.588,50379,492.447,802864,14.256,9.914,18468087.5,11060458.286919411,78.0
2020-08-23,11661.1,11705.4,11520.8,11641.6,288571,830841,445911,16947802333947,1.2580438822052E+20,0.0962,3484332160,2.382,0.656,9.172,55221,345.828,815973,14.255,5.684,18468962.5,12250514.724347962,76.0
2020-08-24,11641.6,11824.6,11587.1,11753.5,328984,821220,537783,17340945336075,1.3151390469222E+20,0.0901,6024843623,2.8,1.587,9.664,66493,506.388,784169,14.257,7.773,18470062.5,11845489.149642441,78.0
2020-08-25,11752.9,11766.9,11131.0,11324.8,304281,881769,542856,17557993035167,1.2462275566863E+20,0.0823,6663594313,3.408,2.014,11.25,61186,596.862,815578,14.258,10.117,18470725.0,10414543.565818902,75.0
2020-08-26,11324.9,11533.6,11254.6,11462.3,324042,888127,551865,17557993035167,1.2167525711036E+20,0.0934,6513114669,3.819,2.241,10.141,68558,530.23,943784,14.257,10.895,18471600.0,11345447.778234858,76.0
2020-08-27,11462.3,11580.3,11135.3,11327.4,328028,898423,552100,17557993035167,1.1161388190544E+20,0.0945,6791185986,4.254,2.61,11.163,69669,615.484,788185,14.255,13.232,18472481.25,10690122.01226198,75.0
2020-08-28,11327.5,11539.0,11281.9,11527.4,352559,889340,565359,17557993035167,1.2859712659505E+20,0.0999,6628356661,3.354,1.962,8.834,70266,528.23,941567,14.209,9.213,18473581.25,13003916.081702596,74.0
2020-08-29,11527.8,11576.8,11433.5,11468.1,292637,870508,485951,17557993035167,1.4027888500446E+20,0.0803,4742500324,2.591,1.379,9.863,68875,457.232,856827,14.243,6.734,18474456.25,11257775.012961268,79.0
2020-08-30,11468.1,11704.2,11462.6,11702.0,268987,888843,432638,17557993035167,1.1502696860599E+20,0.0866,4514146807,2.768,1.493,11.339,75665,441.401,703435,14.25,7.476,18475112.5,9959939.36462156,75.0
2020-08-31,11701.1,11760.2,11563.8,11644.2,302770,825121,527267,17557993035167,1.2812770691511E+20,0.0939,7926544413,3.534,2.111,9.6,104127,652.402,816136,14.259,8.899,18476212.5,12191565.474340877,75.0
2020-09-01,11644.2,12045.9,11544.6,11914.9,376354,906880,639045,17557993035167,1.2541151881689E+20,0.103,7556864439,3.972,2.458,9.351,83669,606.663,945372,14.289,11.575,18477087.5,12943722.052071035,75.0
2020-09-02,11914.4,11947.5,11244.9,11413.3,317305,900233,573033,17557993035167,1.3474424828014E+20,0.0884,7929588868,4.657,2.619,10,84189,633.776,891892,14.255,12.416,18477968.75,12071209.204979686,83.0
2020-09-03,11413.2,11442.7,10009.5,10168.8,310793,899730,557818,17557993035167,1.1479275763275E+20,0.0906,7878571517,4.779,2.787,11.163,97519,719.889,822128,14.195,14.285,18478843.75,10387319.325323954,79.0
2020-09-04,10168.7,10614.2,9960.3,10472.5,298151,878502,551428,17557993035167,1.202985620903E+20,0.0863,8661103516,5.419,2.913,10.667,92515,741.197,852193,14.14,15.565,18479725.0,10521917.64225536,40.0
2020-09-05,10472.3,10558.7,9897.8,10092.2,325382,896727,545528,17557993035167,1.1723149167265E+20,0.0878,4971436775,3.787,2.229,10.213,76693,470.503,831564,14.163,11.98,18480606.25,10426131.583986409,41.0
2020-09-06,10092.2,10337.7,10004.7,10296.4,262670,857719,438941,17557993035167,1.3039366744909E+20,0.0789,3586889914,2.748,1.301,9.6,89112,382.612,854199,14.187,7.02,18481481.25,10418304.66587639,41.0
2020-09-07,10296.4,10400.9,9887.0,10376.9,327487,836390,535420,17445332713344,1.3472695954185E+20,0.0898,5812466099,3.002,1.354,8.229,92635,460.264,965552,14.217,8.128,18482587.5,12203310.681068864,41.0
2020-09-08,10376.9,10434.4,9877.1,10126.6,332513,826554,563843,17345997805929,1.465371508365E+20,0.073,5551269667,2.568,1.353,9.29,82534,506.782,823200,14.236,7.988,18483462.5,10676168.86571476,41.0
2020-09-09,10126.8,10343.3,9984.6,10224.6,314715,823343,555216,17345997805929,1.3908425649951E+20,0.0748,5428378313,2.888,1.655,9.664,103210,529.223,845439,14.254,8.745,18484556.25,10385265.13427389,38.0
2020-09-10,10224.3,10480.3,10219.2,10339.7,345823,878696,602295,17345997805929,1.2105852003785E+20,0.0938,5593053181,3.302,1.877,9.114,104460,515.062,947656,14.265,10.059,18485431.25,11342158.755076,38.0
2020-09-11,10339.8,10398.8,10212.6,10390.2,308185,888771,551630,17345997805929,1.3146030898737E+20,0.0751,6005836607,3.183,1.797,10.435,104683,573.472,825024,14.207,9.941,18486312.5,9984827.136857176,41.0
2020-09-12,10390.2,10476.8,10275.9,10441.9,299982,721047,486187,17345997805929,1.3573821007578E+20,0.0857,3738902414,2.011,0.956,8.471,89706,355.891,796589,14.167,5.189,18487412.5,11755971.409291402,41.0
2020-09-13,10441.7,10579.6,10219.4,10326.0,254948,626162,430868,17345997805929,1.5093186503695E+20,0.0732,3710835424,2.003,0.668,8.889,106877,343.573,673520,14.172,4.626,18488506.25,11038733.637861196,38.0
2020-09-14,10332.7,10744.3,10264.5,10675.3,353844,780340,578341,17345997805929,1.4289063084454E+20,0.0865,5809751394,2.242,1.159,8.182,82030,482.296,898739,14.144,6.424,18489606.25,12485219.771708764,39.0
2020-09-15,10675.2,10931.8,10627.8,10785.3,332801,846470,578701,17345997805929,1.3790099469112E+20,0.0822,6357192084,2.498,1.298,9.231,92591,566.85,848665,14.053,7.334,18490481.25,11329376.27027292,47.0
2020-09-16,10785.2,11093.3,10669.2,10949.5,342454,886535,594979,17345997805929,1.3836224698065E+20,0.0824,6278179732,2.472,1.262,9.29,97064,543.178,923732,14.122,7.426,18491356.25,11397006.21477204,43.0
2020-09-17,10950.1,11039.3,10755.2,10941.3,348403,819078,590609,17345997805929,1.4370816583824E+20,0.0898,5928512720,2.22,1.128,8.09,129587,484.415,976062,14.124,5.998,18492450.0,12881875.598747488,48.0
2020-09-18,10941.3,11029.7,10818.7,10933.0,324992,771348,546653,17345997805929,1.5010921889882E+20,0.0802,6139617978,2.335,1.182,8.727,127348,508.005,820499,14.132,6.309,18493543.75,12027086.744657055,49.0
2020-09-19,10933.0,11177.1,10890.7,11081.8,296208,830432,489793,17345997805929,1.3313710957213E+20,0.081,3979291881,1.769,0.881,9.664,106389,434.277,775507,14.142,4.86,18494418.75,10777756.114914745,48.0
2020-09-20,11081.6,11081.6,10772.7,10921.5,258953,734765,427052,19148290888759,1.3699093373728E+20,0.0734,3434692620,1.393,0.526,10.141,99553,311.771,664741,14.144,3.588,18495512.5,10041684.798421945,52.0
2020-09-21,10919.9,10987.2,10328.5,10416.8,297460,794072,519716,19314656404097,1.4488710737703E+20,0.0714,5674123482,2.204,1.103,9.931,124187,530.007,801452,14.119,6.339,18496387.5,10351909.518035322,48.0
2020-09-22,10419.4,10570.7,10361.7,10531.5,312860,892435,549751,19314656404097,1.2934871985806E+20,0.0713,6682513117,2.483,1.373,11.163,93118,585.133,830723,14.05,8.428,18497043.75,9208013.41541779,39.0
2020-09-23,10531.5,10535.4,10146.6,10237.3,349796,902232,580589,19314656404097,1.2336455115472E+20,0.0833,7069671114,2.87,1.652,10.141,79190,524.056,845049,14.039,9.775,18497918.75,10252434.95536237,43.0
2020-09-24,10238.1,10787.8,10201.0,10739.4,316415,912138,551398,19314656404097,1.4263405323263E+20,0.0688,7318143431,2.724,1.451,10.511,79514,596.814,826585,14.106,8.792,18498793.75,9928235.838903904,39.0
2020-09-25,10739.9,10756.0,10558.9,10688.8,352901,874333,586258,19314656404097,1.4777453273839E+20,0.0819,6750477762,2.335,1.262,8.521,85858,507.752,988014,14.126,6.811,18499912.5,12502201.347978113,46.0
