Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,fear_and_greed_index,sma7 opening_price,sma12 opening_price,sma24 opening_price,sma7 highest_price,sma12 highest_price,sma24 highest_price,sma7 lowest_price,sma12 lowest_price,sma24 lowest_price,sma7 closing_price,sma12 closing_price,sma24 closing_price,wma7 opening_price,wma12 opening_price,wma24 opening_price,wma7 highest_price,wma12 highest_price,wma24 highest_price,wma7 lowest_price,wma12 lowest_price,wma24 lowest_price,wma7 closing_price,wma12 closing_price,wma24 closing_price,ema7 opening_price,ema12 opening_price,ema24 opening_price,ema7 highest_price,ema12 highest_price,ema24 highest_price,ema7 lowest_price,ema12 lowest_price,ema24 lowest_price,ema7 closing_price,ema12 closing_price,ema24 closing_price,rsi7 opening_price,rsi12 opening_price,rsi24 opening_price,rsi7 highest_price,rsi12 highest_price,rsi24 highest_price,rsi7 lowest_price,rsi12 lowest_price,rsi24 lowest_price,rsi7 closing_price,rsi12 closing_price,rsi24 closing_price,bband_lower7 opening_price,bband_lower12 opening_price,bband_lower24 opening_price,bband_lower7 highest_price,bband_lower12 highest_price,bband_lower24 highest_price,bband_lower7 lowest_price,bband_lower12 lowest_price,bband_lower24 lowest_price,bband_lower7 closing_price,bband_lower12 closing_price,bband_lower24 closing_price,bband_upper7 opening_price,bband_upper12 opening_price,bband_upper24 opening_price,bband_upper7 highest_price,bband_upper12 highest_price,bband_upper24 highest_price,bband_upper7 lowest_price,bband_upper12 lowest_price,bband_upper24 lowest_price,bband_upper7 closing_price,bband_upper12 closing_price,bband_upper24 closing_price,macd hist opening_price,macd signal opening_price,macd opening_price,macd hist highest_price,macd signal highest_price,macd highest_price,macd hist lowest_price,macd signal lowest_price,macd lowest_price,macd hist closing_price,macd signal closing_price,macd closing_price
2018-02-01,10266.2,10303.0,8789.2,9181.1,257504,958674,403277,2603077300219,1.7614756901754e+19,1.226,10190875404,8.108,3.803,9.0,82912,1389.0,726833.0,18.196,9.672,16839687.5,19329173.7333,30.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-02,9179.8,9201.4,7915.8,8893.2,235750,941242,394122,2603077300219,2.1809169999327e+19,0.952,10139478866,10.181,3.921,8.571,54128,1757.0,763496.0,18.273,11.562,16841225.0,20349765.9537948,15.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-03,8894.4,9506.9,8249.3,9241.1,194733,916645,297108,2603077300219,2.1109405215282e+19,0.914,6421552427,6.859,3.709,9.114,42393,983.301,620918.0,18.314,6.929,16843762.5,18561807.1917,40.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-04,9241.5,9382.1,7932.1,8222.2,173509,889806,268466,2603077300219,2.1016871980311e+19,0.981,5499166432,5.663,3.142,8.09,49344,968.684,595294.0,18.288,4.769,16845987.5,19061071.0683,24.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-05,8220.8,8383.2,6651.9,6938.5,216178,899185,334825,2603077300219,2.4520821702638e+19,0.781,11558710245,6.193,2.559,7.784,65810,987.981,777110.0,18.367,6.995,16846750.0,19165215.2614707,11.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-06,6939.3,7896.2,5996.6,7701.2,243950,961110,397735,2607870187293,2.3221901933159e+19,0.676,10063745538,4.614,2.191,8.471,53713,921.674,849088.0,18.421,7.18,16850425.0,17000620.9333,8.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-07,7693.8,8536.5,7196.6,7594.7,213578,945530,326879,2874674234416,2.0576994820576e+19,0.727,7637070812,4.588,2.517,10.213,43026,931.117,694798.0,18.426,6.553,16852187.5,14762174.0625,36.0,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875,9772.870833333332,7533.071428571428,7684.224999999999,8701.154166666667,8253.142857142857,8348.416666666666,9270.095833333333,8173.978571428571,8220.99358974359,9697.285000000002,8707.271428571428,8756.848717948717,10201.808333333332,7168.300000000001,7647.955128205128,9229.037,7915.7928571428565,8289.652564102564,9731.275666666666,8633.685714285715,8461.258333333333,9292.645833333334,9029.9,8920.875000000002,9772.870833333332,7533.071428571428,7684.225000000001,8701.154166666667,8253.142857142857,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6587.706162848812,6770.051863662775,6943.743200911714,7527.766309925397,7709.191143748709,7567.219503620521,5736.731041755465,6241.083708407246,6203.737516753423,6611.842303636955,7011.883726971991,6948.977124980853,10679.665265722619,10152.464803003892,11641.548465754953,10532.033690074602,10132.558856251291,11978.522163046144,9329.411815387391,9127.366291592753,11198.570816579911,9894.443410648759,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-08,7595.1,8489.9,7595.1,8164.2,173158,944714,264306,2874674234416,2.1028915062819e+19,0.677,8069714475,4.195,2.377,10.992,55780,717.741,651284.0,18.292,5.103,16852262.5,14093910.2289136,30.0,8252.1,8461.258333333333,9292.645833333334,8770.885714285714,8920.875,9772.870833333332,7362.4857142857145,7684.224999999999,8701.154166666667,8107.8714285714295,8348.416666666666,9270.095833333333,7914.332142857143,8220.99358974359,9697.285000000002,8572.271428571428,8756.848717948717,10201.808333333332,7183.807142857143,7647.955128205128,9229.037,7893.557142857143,8289.652564102564,9731.275666666666,8374.039285714287,8461.258333333333,9292.645833333334,8894.9,8920.875000000002,9772.870833333332,7548.578571428572,7684.225000000001,8701.154166666667,8230.907142857142,8348.416666666668,9270.095833333333,27.080808033683155,48.72702292901813,49.51057033506364,30.979473118149272,43.20998563897337,48.00132193151903,46.69511635983308,54.00899277011172,53.2006373149219,45.218013104716526,48.90133009492391,51.178377773289135,6609.8262521561355,6770.051863662775,6943.743200911714,7662.500162858664,7709.191143748709,7567.219503620521,5875.540614219057,6241.083708407246,6203.737516753423,6651.192624032885,7011.883726971991,6948.977124980853,9894.373747843865,10152.464803003892,11641.548465754953,9879.271265712763,10132.558856251291,11978.522163046144,8849.430814352372,9127.366291592753,11198.570816579911,9564.550233109974,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-09,8163.6,8735.6,7784.6,8699.8,177725,957285,305351,2874674234416,1.8360937041376e+19,0.803,7623426850,4.127,2.405,10.667,53355,847.748,689413.0,18.521,4.979,16855512.5,14685356.425,44.0,8106.928571428572,8461.258333333333,9292.645833333334,8704.342857142856,8920.875,9772.870833333332,7343.742857142856,7684.224999999999,8701.154166666667,8080.242857142856,8348.416666666666,9270.095833333333,7892.2071428571435,8220.99358974359,9697.285000000002,8563.45,8756.848717948717,10201.808333333332,7289.335714285715,7647.955128205128,9229.037,8041.539285714285,8289.652564102564,9731.275666666666,8321.429464285715,8461.258333333333,9292.645833333334,8855.074999999999,8920.875000000002,9772.870833333332,7607.583928571428,7684.225000000001,8701.154166666667,8348.130357142858,8348.416666666668,9270.095833333333,40.00127679066344,48.72702292901813,49.51057033506364,38.84776777027207,43.20998563897337,48.00132193151903,49.961719315587736,54.00899277011172,53.2006373149219,55.056024848185785,48.90133009492391,51.178377773289135,6649.035352864646,6770.051863662775,6943.743200911714,7652.863817981391,7709.191143748709,7567.219503620521,5882.075563136677,6241.083708407246,6203.737516753423,6677.868727900823,7011.883726971991,6948.977124980853,9564.821789992497,10152.464803003892,11641.548465754953,9755.821896304322,10132.558856251291,11978.522163046144,8805.410151149035,9127.366291592753,11198.570816579911,9482.61698638489,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
2018-02-10,8697.3,9066.6,8172.2,8559.6,181640,947466,287700,2874674234416,1.9006917325142e+19,0.858,11338600258,4.248,2.288,10.07,73500,838.92,593126.0,18.502,4.736,16857300.0,15154655.1653,54.0,8078.771428571427,8461.258333333333,9292.645833333334,8641.442857142858,8920.875,9772.870833333332,7332.728571428571,7684.224999999999,8701.154166666667,7982.885714285714,8348.416666666666,9270.095833333333,8039.799999999998,8220.99358974359,9697.285000000002,8654.014285714287,8756.848717948717,10201.808333333332,7496.45,7647.955128205128,9229.037,8161.378571428571,8289.652564102564,9731.275666666666,8415.397098214286,8461.258333333333,9292.645833333334,8907.95625,8920.875000000002,9772.870833333332,7748.737946428571,7684.225000000001,8701.154166666667,8400.997767857143,8348.416666666668,9270.095833333333,49.75259979787538,48.72702292901813,49.51057033506364,48.139717469714554,43.20998563897337,48.00132193151903,56.345522502713834,54.00899277011172,53.2006373149219,52.19355656459768,48.90133009492391,51.178377773289135,6676.239124021507,6770.051863662775,6943.743200911714,7748.853782870601,7709.191143748709,7567.219503620521,5897.601292994313,6241.083708407246,6203.737516753423,6847.107021412987,7011.883726971991,6948.977124980853,9481.303733121347,10152.464803003892,11641.548465754953,9534.031931415115,10132.558856251291,11978.522163046144,8767.85584986283,9127.366291592753,11198.570816579911,9118.664407158441,9684.949606361342,11591.214541685813,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.212777811355636,721.977888293761,742.1923056724518,-14.153991060783937,666.9954384612206,659.986909612735
