Date,transactions_in_blockchain,avg_block_size,sent_by_adress,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,fear_and_greed_index,rsi7 opening_price,rsi12 opening_price,rsi24 opening_price,rsi7 highest_price,rsi12 highest_price,rsi24 highest_price,rsi7 lowest_price,rsi12 lowest_price,rsi24 lowest_price,rsi7 closing_price,rsi12 closing_price,rsi24 closing_price,macd hist opening_price,macd signal opening_price,macd opening_price,macd hist highest_price,macd signal highest_price,macd highest_price,macd hist lowest_price,macd signal lowest_price,macd lowest_price,macd hist closing_price,macd signal closing_price,macd closing_price,target_price
2018-02-11,147057,946795,248844,0.704,9168379767,3.469,2.059,9.536,78200,543.462,730277.0,18.516,3.182,16857800.0,16243960.9275333,31.0,47.43372761941161,48.72702292901813,49.51057033506364,37.93311000547973,43.20998563897337,48.00132193151903,50.03391489502911,54.00899277011172,53.2006373149219,43.25399746585879,48.90133009492391,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,8081.9
2018-02-12,186752,941726,294180,0.834,11904575766,3.245,1.762,8.675,77583,751.385,781308.0,18.589,3.265,16861262.5,18398084.88,42.0,39.922581890889,48.72702292901813,49.51057033506364,48.58318604290771,43.20998563897337,48.00132193151903,54.3871255710066,54.00899277011172,53.2006373149219,57.76814031992913,48.90133009492391,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,8903.5
2018-02-13,182820,946217,282146,0.761,8730307130,3.247,1.677,8.78,62204,826.634,729810.0,18.579,3.24,16863325.0,17728596.585,35.0,54.45903559046928,48.72702292901813,49.51057033506364,47.62680512601449,43.20998563897337,48.00132193151903,59.44567384848807,54.00899277011172,53.2006373149219,51.01783144923723,48.90133009492391,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,8539.2
2018-02-14,196238,940502,305705,0.875,10183960236,2.942,1.382,8.045,71740,796.19,815887.0,18.566,2.773,16865550.0,20752674.9936762,55.0,48.4176955185522,44.85871625526947,49.51057033506364,59.81484657085053,52.62462582390928,48.00132193151903,62.16595339130362,56.06840080925674,53.2006373149219,63.73513157279622,58.8784759111737,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,9476.3
2018-02-15,198052,945634,316003,0.793,9504821410,3.183,1.693,10.992,70395,931.582,640344.0,18.591,3.768,16867187.5,16527155.601,71.0,61.2774315045146,54.88459049489561,49.51057033506364,70.10774735240638,61.46355170544369,48.00132193151903,72.70222226887981,64.59789923925203,53.2006373149219,69.30178028117476,63.529075800325664,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,10037.3
2018-02-16,187581,896942,289858,0.955,6895956106,3.124,1.217,9.172,59031,814.176,637546.0,18.532,2.885,16868837.5,19925190.5792,67.0,66.9950585245263,59.65133489491736,49.51057033506364,71.17412955384252,62.410685468067214,48.00132193151903,76.15150247308571,67.64824775585055,53.2006373149219,70.62758833666625,64.62899868477348,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,10178.7
2018-02-17,173640,912798,273456,0.88,11961568262,3.001,1.103,9.664,90816,776.008,680664.0,18.529,2.547,16871012.5,20350444.8424035,74.0,68.42416868442437,60.8372965439919,49.51057033506364,79.13113318339006,69.82300099016743,48.00132193151903,79.24518875904792,70.45617129664153,53.2006373149219,77.72882453728587,70.72421525467226,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,11073.5
2018-02-18,159333,917076,259007,1.012,14201984108,3.014,1.077,8.889,110670,741.691,631438.0,18.499,2.156,16873037.5,21269179.125,63.0,75.89921266159652,67.27906031405549,49.51057033506364,80.50708953203262,71.1818111593168,48.00132193151903,79.80316167146798,70.958130349462,53.2006373149219,64.09675171733346,61.94383770210635,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,10398.8
2018-02-19,187205,937515,295089,0.986,15853557958,2.965,0.785,8.889,104096,764.86,688075.0,18.48,2.454,16874375.0,22566369.915,67.0,62.79822387187277,59.248448401027815,49.51057033506364,79.7701973669272,70.76436868974126,48.00132193151903,81.4494893944897,72.40534943095857,53.2006373149219,70.89773455694947,67.04199086428679,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,11169.4
2018-02-20,198314,917160,308579,0.993,11700671336,3.042,0.529,10.213,73752,980.863,610136.0,18.45,2.88,16876825.0,20908106.0649931,74.0,69.752942775305,64.52301569886953,49.51057033506364,84.1185249045755,74.88418818225996,48.00132193151903,86.77852410491663,77.57266378069,53.2006373149219,71.46484698135087,67.469525279652,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,11238.7
2018-02-21,205032,905555,303520,0.942,11755372348,2.153,0.204,8.521,70054,1085.0,615201.0,18.428,1.891,16878937.5,22261055.1875,54.0,70.34854058254192,64.97843467598152,49.51057033506364,68.24475547850732,65.53901084827497,48.00132193151903,63.53898199424936,63.431600709397486,53.2006373149219,57.11717905329103,58.34649973336659,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,10473.0
2018-02-22,183086,840932,328402,0.808,11686144951,2.121,0.205,9.664,84197,941.308,633718.0,18.432,1.981,16879900.0,18506552.0508,44.0,56.3373541730435,56.42421794677568,49.51057033506364,58.94723977336695,59.71481084113541,48.00132193151903,53.70886696456937,56.81308232615857,53.2006373149219,47.87237422401058,52.019950731392974,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,9841.7
2018-02-23,185045,921250,301173,0.88,7487735687,4.015,0.675,9.73,54750,864.775,643584.0,18.672,3.847,16882650.0,19432244.5627423,39.0,47.351586747558976,50.50105055340332,49.51057033506364,48.0821097094868,52.48148454475437,48.00132193151903,51.05990776414247,55.013213761795136,53.2006373149219,52.538761393376696,54.80356300988711,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,10170.4
2018-02-24,154389,965935,248715,0.905,6058727701,6.209,2.378,9.931,48090,845.477,627718.0,18.872,5.04,16884462.5,18033349.182,31.0,51.942917075183566,53.24980570707197,49.51057033506364,49.91541868444546,53.52683091840726,48.00132193151903,47.27468151819205,52.488942702454665,53.2006373149219,45.76170349745066,50.29020847620073,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,9704.3
2018-02-25,144698,660554,246087,0.865,4357640468,2.763,1.344,8.421,40227,832.952,443104.0,18.877,1.904,16885425.0,20726468.25,33.0,45.36394930100645,49.01705482179659,49.51057033506364,38.22579084043989,45.43328490803636,48.00132193151903,46.01402345853322,51.66964544162799,53.2006373149219,44.06714814526193,49.16161378006366,51.178377773289135,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,9585.2
2018-02-26,186333,908912,302028,0.81,6617903943,2.464,0.454,10.213,44990,841.119,517139.0,18.864,2.556,16888362.5,18189790.7038972,37.0,43.78812004957243,48.00328617320627,48.85329375020361,49.33192074924028,51.81040631907332,52.07828035947995,48.02763844373151,52.67323822518766,53.7939542769452,55.392100258234265,55.5557636378414,55.22374914490347,49.317585836932494,624.3267522426138,626.3152562332089,-16.07444065730101,612.2145652723191,625.1432740830041,-18.21277781135564,721.977888293761,742.1923056724518,-14.153991060783936,666.9954384612206,659.986909612735,10285.1
2018-02-27,219464,916653,324196,0.92,7330973672,2.436,0.473,9.0,45463,894.683,594737.0,18.891,2.467,16890362.5,21592349.9667,44.0,55.09239251492254,54.39439267992587,52.90541317246859,57.70216430744462,56.98443330882202,55.51216911691037,62.48414628151649,60.58076393617342,58.6392964147549,59.60857323528105,58.09657853344601,56.871669323590346,49.317585836932494,624.3267522426138,607.1701521622672,-16.07444065730101,612.2145652723191,614.1381944410423,-18.21277781135564,721.977888293761,737.1275678723068,-14.153991060783936,666.9954384612206,660.0119785261395,10594.4
2018-02-28,189068,920691,291972,0.847,9278704846,2.878,0.596,9.29,77481,815.604,680281.0,18.79,2.581,16890950.0,20144045.5125,41.0,59.169453188642656,56.8564881779987,54.506083801799306,60.84399002682727,58.98450322985928,56.8552387204188,65.3776701041424,62.348190095324,59.7728989914693,54.54275915872682,55.19728832113351,55.08981986150068,49.317585836932494,624.3267522426138,608.9115076376002,-16.07444065730101,612.2145652723191,614.750873417388,-18.21277781135564,721.977888293761,739.349467682765,-14.153991060783936,666.9954384612206,631.7294886032942,10333.9
2018-03-01,233579,915244,324129,1.005,10136769301,2.377,0.671,8.727,60302,900.775,692152.0,18.703,2.463,16894362.5,23098876.8038155,38.0,54.33236722828556,54.174709494650536,52.9282789224524,60.256385838910624,58.64973425057883,56.654400938993945,63.664386735927934,61.44928857275056,59.26598365596213,62.65351122196908,59.97072786843725,58.0909852589977,49.317585836932494,624.3267522426138,583.4494755155665,-16.07444065730101,612.2145652723191,606.3984039724419,-18.21277781135564,721.977888293761,728.301104654689,-14.153991060783936,666.9954384612206,647.8895949189755,10904.5
2018-03-02,194917,748187,316427,0.907,8029196101,2.371,0.601,9.231,54967,825.787,595877.0,18.723,2.111,16896312.5,21569895.065,47.0,62.50097741218659,58.99391012940864,55.96617764459423,62.45814823030121,59.94077272130727,57.47040137481451,70.68400276669779,65.67716351970802,61.90615129997815,60.94593904595653,59.04700223852901,57.55084112098121,49.317585836932494,624.3267522426138,602.2738153001192,-16.07444065730101,612.2145652723191,602.4527552167456,-18.21277781135564,721.977888293761,745.5196110611269,-14.153991060783936,666.9954384612206,647.0407939421584,10827.7
2018-03-03,176844,897100,254368,1.031,6852743485,2.44,0.597,8.0,50607,561.935,754220.0,18.718,1.661,16896500.0,25485633.75,56.0,60.67745866044378,58.03507208114795,55.42861750822268,66.99793273180758,62.64848127232537,59.17717549363193,44.89857748772748,50.33294692341876,52.80588560886841,68.4512264416282,63.62054575817485,60.423759382559965,49.317585836932494,624.3267522426138,603.6173998572485,-16.07444065730101,612.2145652723191,612.7340531407226,-18.21277781135564,721.977888293761,663.4347415953907,-14.153991060783936,666.9954384612206,684.8391317074183,11402.3
2018-03-04,160083,907250,235245,0.877,5243388305,2.356,0.617,9.73,43800,571.312,651221.0,18.726,1.778,16900412.5,21193664.6514841,44.0,68.3108782555164,62.71366302863076,58.38063535486236,68.2276477529743,63.38908729248607,59.6408349436722,63.36541810354009,61.84945971507826,60.06182006175359,68.62506793090621,63.72974735341976,60.492709903299165,49.317585836932494,624.3267522426138,644.0829729449433,-16.07444065730101,612.2145652723191,619.3586135866826,-18.21277781135564,721.977888293761,694.7000462408068,-14.153991060783936,666.9954384612206,707.7815429855291,11416.5
2018-03-05,201289,902413,295597,0.88,8125876684,2.552,0.521,9.664,51625,782.433,661842.0,18.68,2.337,16902012.5,21689457.57,55.0,68.4696198338998,62.81420129895911,58.44447818915853,68.55369355528335,63.57699395033689,59.75459625995679,67.34347569447371,64.636367256745,61.96298530680287,66.05623204707221,62.49183621865779,59.83468212732256,49.317585836932494,624.3267522426138,669.4758524530243,-16.07444065730101,612.2145652723191,618.8147949778268,-18.21277781135564,721.977888293761,743.4110393819064,-14.153991060783936,666.9954384612206,710.8380584542992,11330.6
2018-03-06,205860,920991,294732,0.894,7041966406,1.999,0.457,9.231,50330,653.922,706253.0,18.479,1.875,16904225.0,20998999.9483,59.0,65.4595496232575,61.39328833194478,57.71756185484883,60.272681120388135,59.73849569711936,57.80350794258326,52.885866095513,55.15211947685071,55.96429681574851,49.54499300054099,53.79334522642276,55.06509772880948,49.317585836932494,624.3267522426138,673.6443380795463,-16.07444065730101,612.2145652723191,596.1401246150181,-18.21277781135564,721.977888293761,703.7651104824054,-14.153991060783936,666.9954384612206,652.8414474004367,10675.1
2018-03-07,213821,907635,302270,0.789,6963478826,1.699,0.306,9.172,45321,625.032,771278.0,18.479,1.745,16906187.5,21157511.2468039,37.0,51.52498420771371,54.3245141219771,54.0206888778188,46.05237702116446,52.20465226539981,53.78807408227213,41.14844280464368,46.64816902333829,50.19003481470138,36.87661946097597,45.63081950395581,50.15096017149922,1.770094185162634,624.7692757889045,626.5393699740671,-59.14398522836689,597.4285689652273,538.2845837368604,-109.00872000245612,694.7257082931471,585.716988290691,-102.90617593561012,641.2688944773182,538.3627185417081,9902.9
2018-03-08,196260,911747,281091,0.788,7145255424,1.765,0.265,8.889,50355,717.617,762458.0,18.467,1.731,16907525.0,19122238.46,39.0,36.72690777655547,45.12820553232321,48.73606465174764,30.27836352254795,41.41941947752644,47.298926941598936,37.38284068444389,43.78309573792591,48.17236987839533,29.910290269474515,40.40840044932626,46.75182558054816,-89.23332341860146,602.460944934254,513.2276215156526,-138.90131257344137,562.703240821867,423.8019282484256,-191.1133043344662,646.9473822095306,455.8340778750644,-197.46180983183308,591.90344201936,394.4416321875269,9300.0
2018-03-09,198034,903812,307386,0.64,7215713903,1.571,0.2,9.863,54349,726.92,710720.0,18.409,1.875,16910037.5,16597022.2367,37.0,29.740065338964317,39.95476280404741,45.48091167363619,22.457226176178413,34.61946399175297,42.62262951706965,31.409244024135116,39.11457870090546,44.82297586883118,29.029500911359637,39.72558224764244,46.30101321716036,-185.9394594462813,555.9760800726838,370.0366206264025,-230.67874344294077,505.0335549611319,274.3548115181911,-282.2334051218138,576.3890309290771,294.1556258072633,-257.0693117427303,527.6361140836774,270.5668023409471,9217.0
2018-03-10,156088,902103,224372,0.708,4171819412,2.387,0.374,10.286,36997,603.469,636583.0,18.529,2.252,16911787.5,16539689.0997224,39.0,28.83905338327224,39.26354357296009,45.03903648095761,25.064781116551213,35.94414897300592,43.298082575403456,37.21243107781809,42.43434137357113,46.738755105345504,24.42871390303409,36.07958124679502,43.88061587023847,-247.3436398693886,494.1401701053366,246.796530235948,-275.64128842247453,436.12323285551327,160.48194443303873,-308.1010188481601,499.363776217037,191.2627573688769,-314.80153581509177,448.93573012990447,134.1341943148127,8762.0
2018-03-11,150731,917527,216931,0.789,4275935785,2.382,0.304,9.412,47040,541.044,684854.0,18.551,2.031,16913062.5,18756523.695,40.0,24.040194843554676,35.48169044134096,42.59994843496575,32.391437656315766,39.6300104101887,45.158922946230085,35.41669670816343,41.17624110769908,45.88481800907951,42.39704308973612,45.31627843041007,48.60977240618806,-308.25715913954207,417.0758803204511,108.81872118090904,-279.33506202264897,366.289467349851,86.95440532720204,-323.8647235686299,418.39759532487966,94.53287175624972,-289.5909813231748,376.5379847991108,86.94700347593607,9529.6
2018-03-12,188233,834110,275081,0.718,6382912960,1.681,0.214,8.944,51118,565.518,737014.0,18.546,1.637,16915712.5,18489655.0517,41.0,42.55601207987699,45.06559948384464,47.52352828939132,37.95416450765975,42.468472640271685,46.596312490945465,40.896454147091056,44.15098007384889,47.532117776984485,37.133945841032165,41.938355940710814,46.519688965361496,-282.7957498184357,346.37694286584224,63.58119304740649,-259.3315046048175,301.4565911986466,42.12508659382911,-302.2216934543282,342.84217196129765,40.62047850696945,-287.07076909180546,304.77029252615944,17.699523434353978,9137.4
2018-03-13,195982,800702,272777,0.687,5763756008,2.839,0.807,9.114,74875,647.564,640393.0,18.551,2.983,16917687.5,18857575.5936039,41.0,37.312522574357146,41.7244290771411,45.510616307737855,30.903958591980167,37.85404596411553,43.75244655451501,42.30586630503005,44.90112618029443,47.94020953364248,37.53759289931272,42.14826484085361,46.626540129505095,-280.51225799469745,276.24887836716795,-4.263379627529503,-262.12540424921764,235.9252401363422,-26.200164112875427,-271.4078734132168,274.99020360799346,3.5823301947766595,-272.10414827668666,236.7442554569878,-35.35989281969887,9154.9
2018-03-14,190898,642697,267448,0.662,5976819161,1.705,0.443,10.0,47758,772.744,467570.0,18.551,2.018,16918625.0,14672757.0,40.0,37.67800185866813,41.91608095252317,45.60868811431664,28.93787870618519,36.497760227506845,42.89599455049536,31.126388759201426,37.75853899972095,43.39353158002272,26.73222730997939,34.75243001482884,41.91161230926395,-265.8607556085154,209.78368946503912,-56.07706614347626,-260.4933565341703,170.80190100279967,-89.6914555313706,-298.869022620333,200.27294795291024,-98.59607466742273,-310.8805833474717,159.02410962011987,-151.85647372735184,8210.6
2018-03-15,206042,660821,292578,0.642,6796887348,1.445,0.218,10.0,76767,750.151,494451.0,18.527,1.997,16921287.5,15044619.0,32.0,26.97740796978329,34.66386147969477,41.106673319873735,18.85600732672325,28.47896346277309,37.39374114618467,28.5632002796634,35.942993673502514,42.1785347836364,28.107770008625792,35.45634771660184,42.25873566785253,-304.94172249777773,133.5482588405947,-171.39346365718302,-306.4927805389274,94.17870586806782,-212.31407467085955,-319.2663338533854,120.45636448956392,-198.80996936382144,-316.9044298795598,79.79800215022993,-237.10642772932988,8264.4
2018-03-16,186823,584100,287609,0.675,5026802553,1.322,0.207,9.231,46589,679.697,489203.0,18.562,1.499,16923237.5,16433524.3290414,33.0,28.337173696248183,35.362522602880944,41.45202215282493,24.728030239765687,31.624296049744583,38.961728968984,34.18909197306954,38.79946948747444,43.64364838907153,28.82638505439179,35.80462029637924,42.42423150388137,-311.21636480538064,55.74416763924956,-255.47219716613108,-308.76929899450795,16.986381119440836,-291.78291787506714,-301.2623688811215,45.14077226928356,-256.121596611838,-303.21223140137306,3.994944299886676,-299.2172871014864,8289.2
2018-03-17,154347,433442,225372,0.594,3358978511,1.129,0.151,9.664,127447,574.212,367021.0,18.563,1.143,16924125.0,14888219.0238,31.0,27.60229593275941,34.86410150677966,41.14349544826145,22.010637723613492,29.55111692590175,37.52756020169233,32.091345373655564,37.501541698631065,42.83782118814614,24.12621485986535,32.598934420855024,40.405458540165206,-303.57403298686074,-20.149340607465632,-323.7233735943264,-310.75743397545006,-60.70297737442168,-371.4604113498717,-285.3755044650284,-26.20310384697354,-311.578608312002,-305.21141971696693,-72.30791062935506,-377.519330346322,7874.9
2018-03-18,164250,600309,245234,0.596,3888451491,1.187,0.131,9.536,75838,767.289,438266.0,18.598,1.326,16926987.5,15423545.8125,29.0,24.039197490938907,32.421893735033656,39.63544230671352,21.365862782367685,29.06189432261492,37.19130812643765,27.07747786589209,34.26680243493291,40.80423797877541,34.01251729431875,37.41346038205266,42.64833360742589,-303.4143945339357,-96.00293924094956,-399.41733377488526,-299.0653638417206,-135.46931833485183,-434.53468217657246,-288.1011187499087,-98.22838353445074,-386.3295022843595,-268.9818641403984,-139.55337666445465,-408.53524080485295,8201.2
2018-03-19,191373,564826,273823,0.609,5468177144,1.345,0.156,9.29,58157,645.288,483206.0,18.627,1.565,16928925.0,16605902.4023534,29.0,34.05872343979881,37.25919566225749,41.87827949458061,36.15193070316397,36.79660693782433,40.933466355240256,45.40091998929405,43.97332341718579,45.75182173642074,44.71644895564004,43.06436485902208,45.38038644640648,-265.62056340960925,-162.40808009335188,-428.02864350296113,-248.35926713864316,-197.55913511951263,-445.91840225815577,-222.4762860728841,-153.84745505267176,-376.3237411255559,-204.3785042191595,-190.64800271924452,-395.02650693840405,8616.8
2018-03-20,195041,672613,273697,0.58,5122699450,1.39,0.251,11.339,49348,654.872,453198.0,18.639,1.94,16929662.5,14275767.4275,37.0,44.77458882318172,42.88305654402667,44.5871811943526,45.91654400594813,42.43214581958723,43.8085991987033,49.09456790692228,46.12155763312045,46.89811329736942,51.27892923503297,46.79434092211455,47.246758573163646,-200.15775124326296,-212.44751790416765,-412.6052691474306,-179.97618730271637,-242.5531819451917,-422.5293692479081,-155.57264302771353,-192.74061580960017,-348.3132588373137,-132.55714447840012,-223.78728883884455,-356.3444333172447,8912.6
